Year,Age,AgeGr,w,Sex,COD
1943,50,50-54,5,Male,Other
1943,55,55-59,5,Female,Other
1943,55,55-59,5,Male,Other
1943,60,60-64,5,Female,Circulatory diseases
1943,60,60-64,5,Male,Other
1943,65,65-69,5,Female,Circulatory diseases
1943,65,65-69,5,Male,Circulatory diseases
1943,70,70-74,5,Female,Other
1943,70,70-74,5,Male,Other
1943,75,75-79,5,Female,Other
1943,75,75-79,5,Male,Other
1943,80,80-84,5,Female,Other
1943,80,80-84,5,Male,Other
1943,85,85-89,5,Female,Other
1943,85,85-89,5,Male,Other
1943,90,90-94,5,Female,Other
1943,90,90-94,5,Male,Other
1943,95,95-99,5,Female,Other
1943,95,95-99,5,Male,Other
1943,100,100+,5,Female,Other
1943,100,100+,5,Male,Other
1944,0,<1,1,Female,Other
1944,0,<1,1,Male,Other
1944,1,1-4,4,Female,Other
1944,1,1-4,4,Male,Other
1944,5,5-9,5,Female,External
1944,5,5-9,5,Male,External
1944,10,10-14,5,Female,External
1944,10,10-14,5,Male,External
1944,15,15-19,5,Female,External
1944,15,15-19,5,Male,External
1944,20,20-24,5,Female,Infections
1944,20,20-24,5,Male,External
1944,25,25-29,5,Female,Infections
1944,25,25-29,5,Male,External
1944,30,30-34,5,Female,External
1944,30,30-34,5,Male,External
1944,35,35-39,5,Female,External
1944,35,35-39,5,Male,External
1944,40,40-44,5,Female,External
1944,40,40-44,5,Male,External
1944,45,45-49,5,Female,Other
1944,45,45-49,5,Male,External
1944,50,50-54,5,Female,Other
1944,50,50-54,5,Male,Other
1944,55,55-59,5,Female,Other
1944,55,55-59,5,Male,Other
1944,60,60-64,5,Female,Circulatory diseases
1944,60,60-64,5,Male,Other
1944,65,65-69,5,Female,Circulatory diseases
1944,65,65-69,5,Male,Circulatory diseases
1944,70,70-74,5,Female,Other
1944,70,70-74,5,Male,Other
1944,75,75-79,5,Female,Other
1944,75,75-79,5,Male,Other
1944,80,80-84,5,Female,Other
1944,80,80-84,5,Male,Other
1944,85,85-89,5,Female,Other
1944,85,85-89,5,Male,Other
1944,90,90-94,5,Female,Other
1944,90,90-94,5,Male,Other
1944,95,95-99,5,Female,Other
1944,95,95-99,5,Male,Other
1944,100,100+,5,Female,Other
1944,100,100+,5,Male,Other
1945,0,<1,1,Female,Other
1945,0,<1,1,Male,Other
1945,1,1-4,4,Female,Other
1945,1,1-4,4,Male,Other
1945,5,5-9,5,Female,Other
1945,5,5-9,5,Male,Other
1945,10,10-14,5,Female,Other
1945,10,10-14,5,Male,External
1945,15,15-19,5,Female,Infections
1945,15,15-19,5,Male,External
1945,20,20-24,5,Female,Infections
1945,20,20-24,5,Male,Infections
1945,25,25-29,5,Female,Infections
1945,25,25-29,5,Male,Infections
1945,30,30-34,5,Female,Other
1945,30,30-34,5,Male,Infections
1945,35,35-39,5,Female,Other
1945,35,35-39,5,Male,Infections
1945,40,40-44,5,Female,Other
1945,40,40-44,5,Male,Other
1945,45,45-49,5,Female,Other
1945,45,45-49,5,Male,Other
1945,50,50-54,5,Female,Other
1945,50,50-54,5,Male,Other
1945,55,55-59,5,Female,Other
1945,55,55-59,5,Male,Other
1945,60,60-64,5,Female,Circulatory diseases
1945,60,60-64,5,Male,Other
1945,65,65-69,5,Female,Circulatory diseases
1945,65,65-69,5,Male,Circulatory diseases
1945,70,70-74,5,Female,Circulatory diseases
1945,70,70-74,5,Male,Other
1945,75,75-79,5,Female,Circulatory diseases
1945,75,75-79,5,Male,Other
1945,80,80-84,5,Female,Other
1945,80,80-84,5,Male,Other
1945,85,85-89,5,Female,Other
1945,85,85-89,5,Male,Other
1945,90,90-94,5,Female,Other
1945,90,90-94,5,Male,Other
1945,95,95-99,5,Female,Other
1945,95,95-99,5,Male,Other
1945,100,100+,5,Female,Other
1945,100,100+,5,Male,Other
1946,0,<1,1,Female,Other
1946,0,<1,1,Male,Other
1946,1,1-4,4,Female,Other
1946,1,1-4,4,Male,Other
1946,5,5-9,5,Female,Other
1946,5,5-9,5,Male,Other
1946,10,10-14,5,Female,Other
1946,10,10-14,5,Male,Other
1946,15,15-19,5,Female,Infections
1946,15,15-19,5,Male,Other
1946,20,20-24,5,Female,Infections
1946,20,20-24,5,Male,Infections
1946,25,25-29,5,Female,Infections
1946,25,25-29,5,Male,Infections
1946,30,30-34,5,Female,Other
1946,30,30-34,5,Male,Infections
1946,35,35-39,5,Female,Other
1946,35,35-39,5,Male,Infections
1946,40,40-44,5,Female,Other
1946,40,40-44,5,Male,Other
1946,45,45-49,5,Female,Other
1946,45,45-49,5,Male,Other
1946,50,50-54,5,Female,Other
1946,50,50-54,5,Male,Other
1946,55,55-59,5,Female,Circulatory diseases
1946,55,55-59,5,Male,Other
1946,60,60-64,5,Female,Circulatory diseases
1946,60,60-64,5,Male,Circulatory diseases
1946,65,65-69,5,Female,Circulatory diseases
1946,65,65-69,5,Male,Circulatory diseases
1946,70,70-74,5,Female,Circulatory diseases
1946,70,70-74,5,Male,Other
1946,75,75-79,5,Female,Circulatory diseases
1946,75,75-79,5,Male,Other
1946,80,80-84,5,Female,Other
1946,80,80-84,5,Male,Other
1946,85,85-89,5,Female,Other
1946,85,85-89,5,Male,Other
1946,90,90-94,5,Female,Other
1946,90,90-94,5,Male,Other
1946,95,95-99,5,Female,Other
1946,95,95-99,5,Male,Other
1946,100,100+,5,Female,Other
1946,100,100+,5,Male,Other
1947,0,<1,1,Female,Other
1947,0,<1,1,Male,Other
1947,1,1-4,4,Female,Other
1947,1,1-4,4,Male,Other
1947,5,5-9,5,Female,Other
1947,5,5-9,5,Male,Other
1947,10,10-14,5,Female,Other
1947,10,10-14,5,Male,Other
1947,15,15-19,5,Female,Infections
1947,15,15-19,5,Male,External
1947,20,20-24,5,Female,Infections
1947,20,20-24,5,Male,Infections
1947,25,25-29,5,Female,Infections
1947,25,25-29,5,Male,Infections
1947,30,30-34,5,Female,Other
1947,30,30-34,5,Male,Infections
1947,35,35-39,5,Female,Other
1947,35,35-39,5,Male,Infections
1947,40,40-44,5,Female,Other
1947,40,40-44,5,Male,Other
1947,45,45-49,5,Female,Other
1947,45,45-49,5,Male,Other
1947,50,50-54,5,Female,Circulatory diseases
1947,50,50-54,5,Male,Other
1947,55,55-59,5,Female,Circulatory diseases
1947,55,55-59,5,Male,Other
1947,60,60-64,5,Female,Circulatory diseases
1947,60,60-64,5,Male,Circulatory diseases
1947,65,65-69,5,Female,Circulatory diseases
1947,65,65-69,5,Male,Circulatory diseases
1947,70,70-74,5,Female,Circulatory diseases
1947,70,70-74,5,Male,Circulatory diseases
1947,75,75-79,5,Female,Circulatory diseases
1947,75,75-79,5,Male,Circulatory diseases
1947,80,80-84,5,Female,Other
1947,80,80-84,5,Male,Other
1947,85,85-89,5,Female,Other
1947,85,85-89,5,Male,Other
1947,90,90-94,5,Female,Other
1947,90,90-94,5,Male,Other
1947,95,95-99,5,Female,Other
1947,95,95-99,5,Male,Other
1947,100,100+,5,Female,Other
1947,100,100+,5,Male,Other
1948,0,<1,1,Female,Other
1948,0,<1,1,Male,Other
1948,1,1-4,4,Female,Other
1948,1,1-4,4,Male,Other
1948,5,5-9,5,Female,Other
1948,5,5-9,5,Male,Other
1948,10,10-14,5,Female,Other
1948,10,10-14,5,Male,Other
1948,15,15-19,5,Female,Infections
1948,15,15-19,5,Male,External
1948,20,20-24,5,Female,Infections
1948,20,20-24,5,Male,Infections
1948,25,25-29,5,Female,Infections
1948,25,25-29,5,Male,Infections
1948,30,30-34,5,Female,Infections
1948,30,30-34,5,Male,Infections
1948,35,35-39,5,Female,Other
1948,35,35-39,5,Male,Infections
1948,40,40-44,5,Female,Other
1948,40,40-44,5,Male,Other
1948,45,45-49,5,Female,Other
1948,45,45-49,5,Male,Other
1948,50,50-54,5,Female,Other
1948,50,50-54,5,Male,Other
1948,55,55-59,5,Female,Circulatory diseases
1948,55,55-59,5,Male,Circulatory diseases
1948,60,60-64,5,Female,Circulatory diseases
1948,60,60-64,5,Male,Circulatory diseases
1948,65,65-69,5,Female,Circulatory diseases
1948,65,65-69,5,Male,Circulatory diseases
1948,70,70-74,5,Female,Circulatory diseases
1948,70,70-74,5,Male,Circulatory diseases
1948,75,75-79,5,Female,Circulatory diseases
1948,75,75-79,5,Male,Circulatory diseases
1948,80,80-84,5,Female,Other
1948,80,80-84,5,Male,Other
1948,85,85-89,5,Female,Other
1948,85,85-89,5,Male,Other
1948,90,90-94,5,Female,Other
1948,90,90-94,5,Male,Other
1948,95,95-99,5,Female,Other
1948,95,95-99,5,Male,Other
1948,100,100+,5,Female,Other
1948,100,100+,5,Male,Other
1949,0,<1,1,Female,Other
1949,0,<1,1,Male,Other
1949,1,1-4,4,Female,Other
1949,1,1-4,4,Male,Other
1949,5,5-9,5,Female,Other
1949,5,5-9,5,Male,Other
1949,10,10-14,5,Female,Other
1949,10,10-14,5,Male,Other
1949,15,15-19,5,Female,Infections
1949,15,15-19,5,Male,External
1949,20,20-24,5,Female,Infections
1949,20,20-24,5,Male,External
1949,25,25-29,5,Female,Infections
1949,25,25-29,5,Male,Infections
1949,30,30-34,5,Female,Other
1949,30,30-34,5,Male,Infections
1949,35,35-39,5,Female,Other
1949,35,35-39,5,Male,Other
1949,40,40-44,5,Female,Other
1949,40,40-44,5,Male,Other
1949,45,45-49,5,Female,Other
1949,45,45-49,5,Male,Other
1949,50,50-54,5,Female,Other
1949,50,50-54,5,Male,Other
1949,55,55-59,5,Female,Circulatory diseases
1949,55,55-59,5,Male,Circulatory diseases
1949,60,60-64,5,Female,Circulatory diseases
1949,60,60-64,5,Male,Circulatory diseases
1949,65,65-69,5,Female,Circulatory diseases
1949,65,65-69,5,Male,Circulatory diseases
1949,70,70-74,5,Female,Circulatory diseases
1949,70,70-74,5,Male,Circulatory diseases
1949,75,75-79,5,Female,Circulatory diseases
1949,75,75-79,5,Male,Circulatory diseases
1949,80,80-84,5,Female,Other
1949,80,80-84,5,Male,Other
1949,85,85-89,5,Female,Other
1949,85,85-89,5,Male,Other
1949,90,90-94,5,Female,Other
1949,90,90-94,5,Male,Other
1949,95,95-99,5,Female,Other
1949,95,95-99,5,Male,Other
1949,100,100+,5,Female,Other
1949,100,100+,5,Male,Other
1950,0,<1,1,Female,Other
1950,0,<1,1,Male,Other
1950,1,1-4,4,Female,Other
1950,1,1-4,4,Male,Other
1950,5,5-9,5,Female,Other
1950,5,5-9,5,Male,Other
1950,10,10-14,5,Female,Other
1950,10,10-14,5,Male,Other
1950,15,15-19,5,Female,Other
1950,15,15-19,5,Male,External
1950,20,20-24,5,Female,Infections
1950,20,20-24,5,Male,External
1950,25,25-29,5,Female,Infections
1950,25,25-29,5,Male,External
1950,30,30-34,5,Female,Other
1950,30,30-34,5,Male,External
1950,35,35-39,5,Female,Other
1950,35,35-39,5,Male,External
1950,40,40-44,5,Female,Other
1950,40,40-44,5,Male,Other
1950,45,45-49,5,Female,Other
1950,45,45-49,5,Male,Other
1950,50,50-54,5,Female,Other
1950,50,50-54,5,Male,Other
1950,55,55-59,5,Female,Circulatory diseases
1950,55,55-59,5,Male,Circulatory diseases
1950,60,60-64,5,Female,Circulatory diseases
1950,60,60-64,5,Male,Circulatory diseases
1950,65,65-69,5,Female,Circulatory diseases
1950,65,65-69,5,Male,Circulatory diseases
1950,70,70-74,5,Female,Circulatory diseases
1950,70,70-74,5,Male,Circulatory diseases
1950,75,75-79,5,Female,Circulatory diseases
1950,75,75-79,5,Male,Circulatory diseases
1950,80,80-84,5,Female,Other
1950,80,80-84,5,Male,Other
1950,85,85-89,5,Female,Other
1950,85,85-89,5,Male,Other
1950,90,90-94,5,Female,Other
1950,90,90-94,5,Male,Other
1950,95,95-99,5,Female,Other
1950,95,95-99,5,Male,Other
1950,100,100+,5,Female,Other
1950,100,100+,5,Male,Other
1951,0,<1,1,Female,Other
1951,0,<1,1,Male,Other
1951,1,1-4,4,Female,Other
1951,1,1-4,4,Male,Other
1951,5,5-9,5,Female,Other
1951,5,5-9,5,Male,Other
1951,10,10-14,5,Female,Other
1951,10,10-14,5,Male,Other
1951,15,15-19,5,Female,Other
1951,15,15-19,5,Male,External
1951,20,20-24,5,Female,Infections
1951,20,20-24,5,Male,External
1951,25,25-29,5,Female,Infections
1951,25,25-29,5,Male,External
1951,30,30-34,5,Female,Other
1951,30,30-34,5,Male,External
1951,35,35-39,5,Female,Other
1951,35,35-39,5,Male,Other
1951,40,40-44,5,Female,Other
1951,40,40-44,5,Male,Other
1951,45,45-49,5,Female,Other
1951,45,45-49,5,Male,Other
1951,50,50-54,5,Female,Other
1951,50,50-54,5,Male,Other
1951,55,55-59,5,Female,Circulatory diseases
1951,55,55-59,5,Male,Other
1951,60,60-64,5,Female,Circulatory diseases
1951,60,60-64,5,Male,Circulatory diseases
1951,65,65-69,5,Female,Circulatory diseases
1951,65,65-69,5,Male,Circulatory diseases
1951,70,70-74,5,Female,Circulatory diseases
1951,70,70-74,5,Male,Circulatory diseases
1951,75,75-79,5,Female,Circulatory diseases
1951,75,75-79,5,Male,Circulatory diseases
1951,80,80-84,5,Female,Other
1951,80,80-84,5,Male,Other
1951,85,85-89,5,Female,Other
1951,85,85-89,5,Male,Other
1951,90,90-94,5,Female,Other
1951,90,90-94,5,Male,Other
1951,95,95-99,5,Female,Other
1951,95,95-99,5,Male,Other
1951,100,100+,5,Female,Other
1951,100,100+,5,Male,Other
1952,0,<1,1,Female,Other
1952,0,<1,1,Male,Other
1952,1,1-4,4,Female,Other
1952,1,1-4,4,Male,Other
1952,5,5-9,5,Female,Other
1952,5,5-9,5,Male,Other
1952,10,10-14,5,Female,Other
1952,10,10-14,5,Male,Other
1952,15,15-19,5,Female,Other
1952,15,15-19,5,Male,External
1952,20,20-24,5,Female,Other
1952,20,20-24,5,Male,External
1952,25,25-29,5,Female,Other
1952,25,25-29,5,Male,External
1952,30,30-34,5,Female,Other
1952,30,30-34,5,Male,External
1952,35,35-39,5,Female,Other
1952,35,35-39,5,Male,External
1952,40,40-44,5,Female,Other
1952,40,40-44,5,Male,Other
1952,45,45-49,5,Female,Other
1952,45,45-49,5,Male,Other
1952,50,50-54,5,Female,Other
1952,50,50-54,5,Male,Other
1952,55,55-59,5,Female,Circulatory diseases
1952,55,55-59,5,Male,Other
1952,60,60-64,5,Female,Circulatory diseases
1952,60,60-64,5,Male,Circulatory diseases
1952,65,65-69,5,Female,Circulatory diseases
1952,65,65-69,5,Male,Circulatory diseases
1952,70,70-74,5,Female,Circulatory diseases
1952,70,70-74,5,Male,Circulatory diseases
1952,75,75-79,5,Female,Circulatory diseases
1952,75,75-79,5,Male,Circulatory diseases
1952,80,80-84,5,Female,Other
1952,80,80-84,5,Male,Other
1952,85,85-89,5,Female,Other
1952,85,85-89,5,Male,Other
1952,90,90-94,5,Female,Other
1952,90,90-94,5,Male,Other
1952,95,95-99,5,Female,Other
1952,95,95-99,5,Male,Other
1952,100,100+,5,Female,Other
1952,100,100+,5,Male,Other
1953,0,<1,1,Female,Other
1953,0,<1,1,Male,Other
1953,1,1-4,4,Female,Other
1953,1,1-4,4,Male,Other
1953,5,5-9,5,Female,Other
1953,5,5-9,5,Male,Other
1953,10,10-14,5,Female,Other
1953,10,10-14,5,Male,External
1953,15,15-19,5,Female,Other
1953,15,15-19,5,Male,External
1953,20,20-24,5,Female,Other
1953,20,20-24,5,Male,External
1953,25,25-29,5,Female,Other
1953,25,25-29,5,Male,External
1953,30,30-34,5,Female,Other
1953,30,30-34,5,Male,External
1953,35,35-39,5,Female,Other
1953,35,35-39,5,Male,Other
1953,40,40-44,5,Female,Other
1953,40,40-44,5,Male,Other
1953,45,45-49,5,Female,Other
1953,45,45-49,5,Male,Other
1953,50,50-54,5,Female,Other
1953,50,50-54,5,Male,Other
1953,55,55-59,5,Female,Other
1953,55,55-59,5,Male,Other
1953,60,60-64,5,Female,Circulatory diseases
1953,60,60-64,5,Male,Circulatory diseases
1953,65,65-69,5,Female,Circulatory diseases
1953,65,65-69,5,Male,Circulatory diseases
1953,70,70-74,5,Female,Circulatory diseases
1953,70,70-74,5,Male,Circulatory diseases
1953,75,75-79,5,Female,Circulatory diseases
1953,75,75-79,5,Male,Circulatory diseases
1953,80,80-84,5,Female,Other
1953,80,80-84,5,Male,Other
1953,85,85-89,5,Female,Other
1953,85,85-89,5,Male,Other
1953,90,90-94,5,Female,Other
1953,90,90-94,5,Male,Other
1953,95,95-99,5,Female,Other
1953,95,95-99,5,Male,Other
1953,100,100+,5,Female,Other
1953,100,100+,5,Male,Other
1954,0,<1,1,Female,Other
1954,0,<1,1,Male,Other
1954,1,1-4,4,Female,Other
1954,1,1-4,4,Male,Other
1954,5,5-9,5,Female,Other
1954,5,5-9,5,Male,Other
1954,10,10-14,5,Female,Other
1954,10,10-14,5,Male,Other
1954,15,15-19,5,Female,Other
1954,15,15-19,5,Male,External
1954,20,20-24,5,Female,Other
1954,20,20-24,5,Male,External
1954,25,25-29,5,Female,Other
1954,25,25-29,5,Male,External
1954,30,30-34,5,Female,Other
1954,30,30-34,5,Male,External
1954,35,35-39,5,Female,Other
1954,35,35-39,5,Male,External
1954,40,40-44,5,Female,Other
1954,40,40-44,5,Male,Other
1954,45,45-49,5,Female,Other
1954,45,45-49,5,Male,Other
1954,50,50-54,5,Female,Other
1954,50,50-54,5,Male,Other
1954,55,55-59,5,Female,Other
1954,55,55-59,5,Male,Other
1954,60,60-64,5,Female,Circulatory diseases
1954,60,60-64,5,Male,Circulatory diseases
1954,65,65-69,5,Female,Circulatory diseases
1954,65,65-69,5,Male,Circulatory diseases
1954,70,70-74,5,Female,Circulatory diseases
1954,70,70-74,5,Male,Circulatory diseases
1954,75,75-79,5,Female,Circulatory diseases
1954,75,75-79,5,Male,Circulatory diseases
1954,80,80-84,5,Female,Circulatory diseases
1954,80,80-84,5,Male,Other
1954,85,85-89,5,Female,Other
1954,85,85-89,5,Male,Other
1954,90,90-94,5,Female,Other
1954,90,90-94,5,Male,Other
1954,95,95-99,5,Female,Other
1954,95,95-99,5,Male,Other
1954,100,100+,5,Female,Other
1954,100,100+,5,Male,Other
1955,0,<1,1,Female,Other
1955,0,<1,1,Male,Other
1955,1,1-4,4,Female,Other
1955,1,1-4,4,Male,Other
1955,5,5-9,5,Female,Other
1955,5,5-9,5,Male,Other
1955,10,10-14,5,Female,Other
1955,10,10-14,5,Male,External
1955,15,15-19,5,Female,Other
1955,15,15-19,5,Male,External
1955,20,20-24,5,Female,Other
1955,20,20-24,5,Male,External
1955,25,25-29,5,Female,Other
1955,25,25-29,5,Male,External
1955,30,30-34,5,Female,Other
1955,30,30-34,5,Male,External
1955,35,35-39,5,Female,Other
1955,35,35-39,5,Male,External
1955,40,40-44,5,Female,Other
1955,40,40-44,5,Male,Other
1955,45,45-49,5,Female,Other
1955,45,45-49,5,Male,Other
1955,50,50-54,5,Female,Other
1955,50,50-54,5,Male,Other
1955,55,55-59,5,Female,Circulatory diseases
1955,55,55-59,5,Male,Other
1955,60,60-64,5,Female,Circulatory diseases
1955,60,60-64,5,Male,Circulatory diseases
1955,65,65-69,5,Female,Circulatory diseases
1955,65,65-69,5,Male,Circulatory diseases
1955,70,70-74,5,Female,Circulatory diseases
1955,70,70-74,5,Male,Circulatory diseases
1955,75,75-79,5,Female,Circulatory diseases
1955,75,75-79,5,Male,Circulatory diseases
1955,80,80-84,5,Female,Circulatory diseases
1955,80,80-84,5,Male,Other
1955,85,85-89,5,Female,Other
1955,85,85-89,5,Male,Other
1955,90,90-94,5,Female,Other
1955,90,90-94,5,Male,Other
1955,95,95-99,5,Female,Other
1955,95,95-99,5,Male,Other
1955,100,100+,5,Female,Other
1955,100,100+,5,Male,Other
1956,0,<1,1,Female,Other
1956,0,<1,1,Male,Other
1956,1,1-4,4,Female,Other
1956,1,1-4,4,Male,Other
1956,5,5-9,5,Female,Other
1956,5,5-9,5,Male,Other
1956,10,10-14,5,Female,Other
1956,10,10-14,5,Male,External
1956,15,15-19,5,Female,Other
1956,15,15-19,5,Male,External
1956,20,20-24,5,Female,Other
1956,20,20-24,5,Male,External
1956,25,25-29,5,Female,Other
1956,25,25-29,5,Male,External
1956,30,30-34,5,Female,Other
1956,30,30-34,5,Male,External
1956,35,35-39,5,Female,Other
1956,35,35-39,5,Male,External
1956,40,40-44,5,Female,Other
1956,40,40-44,5,Male,Other
1956,45,45-49,5,Female,Other
1956,45,45-49,5,Male,Other
1956,50,50-54,5,Female,Other
1956,50,50-54,5,Male,Other
1956,55,55-59,5,Female,Other
1956,55,55-59,5,Male,Other
1956,60,60-64,5,Female,Circulatory diseases
1956,60,60-64,5,Male,Circulatory diseases
1956,65,65-69,5,Female,Circulatory diseases
1956,65,65-69,5,Male,Circulatory diseases
1956,70,70-74,5,Female,Circulatory diseases
1956,70,70-74,5,Male,Circulatory diseases
1956,75,75-79,5,Female,Circulatory diseases
1956,75,75-79,5,Male,Circulatory diseases
1956,80,80-84,5,Female,Circulatory diseases
1956,80,80-84,5,Male,Other
1956,85,85-89,5,Female,Other
1956,85,85-89,5,Male,Other
1956,90,90-94,5,Female,Other
1956,90,90-94,5,Male,Other
1956,95,95-99,5,Female,Other
1956,95,95-99,5,Male,Other
1956,100,100+,5,Female,Other
1956,100,100+,5,Male,Other
1957,0,<1,1,Female,Other
1957,0,<1,1,Male,Other
1957,1,1-4,4,Female,Other
1957,1,1-4,4,Male,Other
1957,5,5-9,5,Female,Other
1957,5,5-9,5,Male,Other
1957,10,10-14,5,Female,Other
1957,10,10-14,5,Male,External
1957,15,15-19,5,Female,Other
1957,15,15-19,5,Male,External
1957,20,20-24,5,Female,Other
1957,20,20-24,5,Male,External
1957,25,25-29,5,Female,Other
1957,25,25-29,5,Male,External
1957,30,30-34,5,Female,Other
1957,30,30-34,5,Male,External
1957,35,35-39,5,Female,Other
1957,35,35-39,5,Male,External
1957,40,40-44,5,Female,Other
1957,40,40-44,5,Male,Other
1957,45,45-49,5,Female,Neoplasms
1957,45,45-49,5,Male,Other
1957,50,50-54,5,Female,Other
1957,50,50-54,5,Male,Other
1957,55,55-59,5,Female,Other
1957,55,55-59,5,Male,Other
1957,60,60-64,5,Female,Circulatory diseases
1957,60,60-64,5,Male,Circulatory diseases
1957,65,65-69,5,Female,Circulatory diseases
1957,65,65-69,5,Male,Circulatory diseases
1957,70,70-74,5,Female,Circulatory diseases
1957,70,70-74,5,Male,Circulatory diseases
1957,75,75-79,5,Female,Circulatory diseases
1957,75,75-79,5,Male,Circulatory diseases
1957,80,80-84,5,Female,Circulatory diseases
1957,80,80-84,5,Male,Other
1957,85,85-89,5,Female,Other
1957,85,85-89,5,Male,Other
1957,90,90-94,5,Female,Other
1957,90,90-94,5,Male,Other
1957,95,95-99,5,Female,Other
1957,95,95-99,5,Male,Other
1957,100,100+,5,Female,Other
1957,100,100+,5,Male,Other
1958,0,<1,1,Female,Other
1958,0,<1,1,Male,Other
1958,1,1-4,4,Female,Other
1958,1,1-4,4,Male,Other
1958,5,5-9,5,Female,Other
1958,5,5-9,5,Male,Other
1958,10,10-14,5,Female,Other
1958,10,10-14,5,Male,External
1958,15,15-19,5,Female,Other
1958,15,15-19,5,Male,External
1958,20,20-24,5,Female,Other
1958,20,20-24,5,Male,External
1958,25,25-29,5,Female,Other
1958,25,25-29,5,Male,External
1958,30,30-34,5,Female,Other
1958,30,30-34,5,Male,External
1958,35,35-39,5,Female,Other
1958,35,35-39,5,Male,External
1958,40,40-44,5,Female,Neoplasms
1958,40,40-44,5,Male,Other
1958,45,45-49,5,Female,Neoplasms
1958,45,45-49,5,Male,Other
1958,50,50-54,5,Female,Neoplasms
1958,50,50-54,5,Male,Other
1958,55,55-59,5,Female,Neoplasms
1958,55,55-59,5,Male,Other
1958,60,60-64,5,Female,Circulatory diseases
1958,60,60-64,5,Male,Circulatory diseases
1958,65,65-69,5,Female,Circulatory diseases
1958,65,65-69,5,Male,Circulatory diseases
1958,70,70-74,5,Female,Circulatory diseases
1958,70,70-74,5,Male,Circulatory diseases
1958,75,75-79,5,Female,Circulatory diseases
1958,75,75-79,5,Male,Circulatory diseases
1958,80,80-84,5,Female,Circulatory diseases
1958,80,80-84,5,Male,Circulatory diseases
1958,85,85-89,5,Female,Other
1958,85,85-89,5,Male,Other
1958,90,90-94,5,Female,Other
1958,90,90-94,5,Male,Other
1958,95,95-99,5,Female,Other
1958,95,95-99,5,Male,Other
1958,100,100+,5,Female,Other
1958,100,100+,5,Male,Other
1959,0,<1,1,Female,Other
1959,0,<1,1,Male,Other
1959,1,1-4,4,Female,Other
1959,1,1-4,4,Male,Other
1959,5,5-9,5,Female,Other
1959,5,5-9,5,Male,Other
1959,10,10-14,5,Female,Other
1959,10,10-14,5,Male,External
1959,15,15-19,5,Female,External
1959,15,15-19,5,Male,External
1959,20,20-24,5,Female,Other
1959,20,20-24,5,Male,External
1959,25,25-29,5,Female,Other
1959,25,25-29,5,Male,External
1959,30,30-34,5,Female,Other
1959,30,30-34,5,Male,External
1959,35,35-39,5,Female,Other
1959,35,35-39,5,Male,External
1959,40,40-44,5,Female,Other
1959,40,40-44,5,Male,Other
1959,45,45-49,5,Female,Neoplasms
1959,45,45-49,5,Male,Other
1959,50,50-54,5,Female,Neoplasms
1959,50,50-54,5,Male,Other
1959,55,55-59,5,Female,Neoplasms
1959,55,55-59,5,Male,Other
1959,60,60-64,5,Female,Circulatory diseases
1959,60,60-64,5,Male,Circulatory diseases
1959,65,65-69,5,Female,Circulatory diseases
1959,65,65-69,5,Male,Circulatory diseases
1959,70,70-74,5,Female,Circulatory diseases
1959,70,70-74,5,Male,Circulatory diseases
1959,75,75-79,5,Female,Circulatory diseases
1959,75,75-79,5,Male,Circulatory diseases
1959,80,80-84,5,Female,Circulatory diseases
1959,80,80-84,5,Male,Circulatory diseases
1959,85,85-89,5,Female,Other
1959,85,85-89,5,Male,Other
1959,90,90-94,5,Female,Other
1959,90,90-94,5,Male,Other
1959,95,95-99,5,Female,Other
1959,95,95-99,5,Male,Other
1959,100,100+,5,Female,Other
1959,100,100+,5,Male,Other
1960,0,<1,1,Female,Other
1960,0,<1,1,Male,Other
1960,1,1-4,4,Female,Other
1960,1,1-4,4,Male,Other
1960,5,5-9,5,Female,Other
1960,5,5-9,5,Male,External
1960,10,10-14,5,Female,Other
1960,10,10-14,5,Male,External
1960,15,15-19,5,Female,External
1960,15,15-19,5,Male,External
1960,20,20-24,5,Female,Other
1960,20,20-24,5,Male,External
1960,25,25-29,5,Female,Other
1960,25,25-29,5,Male,External
1960,30,30-34,5,Female,Other
1960,30,30-34,5,Male,External
1960,35,35-39,5,Female,Other
1960,35,35-39,5,Male,External
1960,40,40-44,5,Female,Other
1960,40,40-44,5,Male,Other
1960,45,45-49,5,Female,Neoplasms
1960,45,45-49,5,Male,Other
1960,50,50-54,5,Female,Neoplasms
1960,50,50-54,5,Male,Other
1960,55,55-59,5,Female,Neoplasms
1960,55,55-59,5,Male,Other
1960,60,60-64,5,Female,Circulatory diseases
1960,60,60-64,5,Male,Circulatory diseases
1960,65,65-69,5,Female,Circulatory diseases
1960,65,65-69,5,Male,Circulatory diseases
1960,70,70-74,5,Female,Circulatory diseases
1960,70,70-74,5,Male,Circulatory diseases
1960,75,75-79,5,Female,Circulatory diseases
1960,75,75-79,5,Male,Circulatory diseases
1960,80,80-84,5,Female,Circulatory diseases
1960,80,80-84,5,Male,Circulatory diseases
1960,85,85-89,5,Female,Other
1960,85,85-89,5,Male,Other
1960,90,90-94,5,Female,Other
1960,90,90-94,5,Male,Other
1960,95,95-99,5,Female,Other
1960,95,95-99,5,Male,Other
1960,100,100+,5,Female,Other
1960,100,100+,5,Male,Other
1961,0,<1,1,Female,Other
1961,0,<1,1,Male,Other
1961,1,1-4,4,Female,Other
1961,1,1-4,4,Male,Other
